source_system;category;question;document_id
evdi;Rendite & Gebühren;Was geschieht, wenn ich nach Ablauf der Laufzeit nicht mehr erreichbar bin?;1e91993b8eb8
evdi;Rendite & Gebühren;Wer ist für die Auszahlung meiner Zinsen verantwortlich?;1e91993b8eb8
evdi;Rendite & Gebühren;Was geschieht mit meinem Kapital, wenn ich mein Investment vor Ablauf der Laufzeit zurückziehe?;1e91993b8eb8
evdi;Rendite & Gebühren;Was sind die Kosten für eine Investition?;461bb748b0b7
evdi;Rendite & Gebühren;Was ist der Effektivzins?;461bb748b0b7
evdi;Rendite & Gebühren;Was ist der vereinbarte Nominalzins?;461bb748b0b7
evdi;Rendite & Gebühren;Was sind zusätzliche Erträge?;461bb748b0b7
evdi;Rendite & Gebühren;Was ist eine vorzeitige Tilgung?;461bb748b0b7
evdi;Rendite & Gebühren;Welche Steuern werden auf meine Erträge erhoben?;d702d6fbe60e
evdi;Rendite & Gebühren;Welche Informationen werden an den Zahlungsdienstleister weitergeleitet?;d702d6fbe60e
evdi;Rendite & Gebühren;Welche Informationen werden vom Bundeszentralamt für Steuern abgefragt?;d702d6fbe60e
evdi;Rendite & Gebühren;Welche Informationen werden an das Bundeszentralamt für Steuern weitergegeben?;d702d6fbe60e
evdi;Rendite & Gebühren;Werden die Erträge für Institutionelle Anleger besteuert?;d702d6fbe60e
evdi;Rendite & Gebühren;Welche Kosten hat die Crowdinvesting Plattform?;c3952b49fe00
evdi;Rendite & Gebühren;Welche Transaktionskosten fallen an?;c3952b49fe00
evdi;Rendite & Gebühren;Welche Kosten fallen für Marketingmaßnahmen an?;c3952b49fe00
evdi;Rendite & Gebühren;Welche Kosten fallen für den Kundenservice an?;c3952b49fe00
evdi;Rendite & Gebühren;Welche Kosten fallen für die Plattform an?;c3952b49fe00
evdi;Anlegeridentifizierung;Was geschieht mit meinen Daten, nachdem ich mich identifiziert habe?;646b60026ba4
evdi;Anlegeridentifizierung;Wie lange dauert es, bis meine Identifizierung abgeschlossen ist?;646b60026ba4
evdi;Anlegeridentifizierung;Wie viel kostet es mich, mich zu identifizieren?;646b60026ba4
evdi;Anlegeridentifizierung;Was passiert, wenn ich mich nicht identifizieren will?;646b60026ba4
evdi;Anlegeridentifizierung;Was passiert, wenn ich mich nicht identifizieren kann?;646b60026ba4
evdi;Anlegeridentifizierung;Wie kann ich mich bei EV Digital Invest AG identifizieren?;b5d677e15ae8
evdi;Anlegeridentifizierung;Welche Optionen habe ich für die Identifizierung?;b5d677e15ae8
evdi;Anlegeridentifizierung;Welches Dokument benötige ich für die Identifizierung?;b5d677e15ae8
evdi;Anlegeridentifizierung;Was geschieht nach erfolgreicher Identifizierung?;b5d677e15ae8
evdi;Anlegeridentifizierung;Was ist der POSTIDENT-Verfahren?;b5d677e15ae8
evdi;Anlegeridentifizierung;Wie lange dauert das POSTIDENT-Verfahren durch eine Postfiliale?;1f9d3253be9e
evdi;Anlegeridentifizierung;Was muss ich mitbringen, wenn ich mich per POSTIDENT-Verfahren in einer Postfiliale authentifiziere?;1f9d3253be9e
evdi;Anlegeridentifizierung;Was passiert nach Abschluss der Identifikation in der Postfiliale?;1f9d3253be9e
evdi;Anlegeridentifizierung;Welche Dokumente benötige ich, um mich per POSTIDENT-Verfahren in einer Postfiliale zu authentifizieren?;1f9d3253be9e
evdi;Anlegeridentifizierung;Wer führt die Identitätsprüfung durch, wenn ich mich per POSTIDENT-Verfahren in einer Postfiliale authentifiziere?;1f9d3253be9e
evdi;Anlegeridentifizierung;Was sind die Schritte für die POSTIDENT Video-Identifizierung?;ee7be182b746
evdi;Anlegeridentifizierung;Was ist die SMS-TAN für die POSTIDENT Video-Identifizierung?;ee7be182b746
evdi;Anlegeridentifizierung;Wie lange dauert die POSTIDENT Video-Identifizierung?;ee7be182b746
evdi;Anlegeridentifizierung;Wer ist für die POSTIDENT Video-Identifizierung verantwortlich?;ee7be182b746
evdi;Anlegeridentifizierung;Was sind die Dokumente für die POSTIDENT Video-Identifizierung?;ee7be182b746
evdi;Anlegeridentifizierung;Was sind die Kriterien für eine politisch exponierte Person?;c86145ac0d98
evdi;Anlegeridentifizierung;Welche Personengruppen werden als politisch exponierte Personen eingestuft?;c86145ac0d98
evdi;Anlegeridentifizierung;Wie wird mit einer politisch exponierten Person umgegangen?;c86145ac0d98
evdi;Anlegeridentifizierung;Was geschieht mit einer politisch exponierten Person, wenn sie eine Geschäftsbeziehung aufnehmen möchte?;c86145ac0d98
evdi;Anlegeridentifizierung;Werden die Geschäftsbeziehungen mit politisch exponierten Personen gesondert geprüft?;c86145ac0d98
evdi;Informationen für Anleger;Wann wurde Engel & Völkers Digital Invest gegründet?;482e38bbe154
evdi;Informationen für Anleger;Welche Tätigkeiten hat Engel & Völkers Digital Invest zuvor ausgeübt?;482e38bbe154
evdi;Informationen für Anleger;Wer hat Engel & Völkers Digital Invest gegründet?;482e38bbe154
evdi;Informationen für Anleger;Welche Projekte hat Engel & Völkers Digital Invest bisher finanziert?;482e38bbe154
evdi;Informationen für Anleger;Wie hat sich Engel & Völkers Digital Invest entwickelt?;482e38bbe154
evdi;Informationen für Anleger;Welche Vorteile bietet die Plattform von EV Digital Invest AG für Privatanleger?;1411636dbdc1
evdi;Informationen für Anleger;Was macht die Plattform von EV Digital Invest AG für Privatanleger besonders?;1411636dbdc1
evdi;Informationen für Anleger;Welche Vorteile bietet die Plattform von EV Digital Invest AG für Anleger mit wenig Kapital?;1411636dbdc1
evdi;Informationen für Anleger;Wie stehen die Chancen für Anleger auf der Plattform von EV Digital Invest AG?;1411636dbdc1
evdi;Informationen für Anleger;Welche Vorteile bietet die Plattform von EV Digital Invest AG für Anleger mit geringem Kapital?;1411636dbdc1
evdi;Informationen für Anleger;Wie werden die Projekte von EV Digital Invest AG finanziert?;02b65b946114
evdi;Informationen für Anleger;Welche institutionellen Partner beteiligen sich an der Finanzierung?;02b65b946114
evdi;Informationen für Anleger;Was ist der Grund für die Beteiligung der institutionellen Partner an der Finanzierung?;02b65b946114
evdi;Informationen für Anleger;Wie werden die erforderlichen Beträge bei den Projekten aufgefüllt?;02b65b946114
evdi;Informationen für Anleger;Wie stellt EV Digital Invest AG sicher, dass die Projekte vollständig finanziert sind?;02b65b946114
evdi;Informationen für Anleger;Was sind die einzelnen Schritte des Analyseprozesses?;4242b38031e9
evdi;Informationen für Anleger;Welche Partner sind an diesem Prozess beteiligt?;4242b38031e9
evdi;Informationen für Anleger;Welche Faktoren werden bei der Prüfung der Mikro- und Makrolage berücksichtigt?;4242b38031e9
evdi;Informationen für Anleger;Welche Faktoren werden bei der Prüfung der wirtschaftlichen und technischen Faktoren berücksichtigt?;4242b38031e9
evdi;Informationen für Anleger;Welche Daten werden bei der Erstellung des abschließenden Scores verwendet?;4242b38031e9
evdi;Informationen für Anleger;Was ist die Mindestinvestitionssumme?;05bf66b7dbec
evdi;Informationen für Anleger;Wie lange dauert das Investment?;05bf66b7dbec
evdi;Informationen für Anleger;Was passiert mit dem Geld während der Gebotsphase?;05bf66b7dbec
evdi;Informationen für Anleger;Was ist mit dem Geld, wenn es nicht lange genug investiert ist?;05bf66b7dbec
evdi;Informationen für Anleger;Welche Gebühren fallen an?;05bf66b7dbec
evdi;Informationen für Anleger;Wie profitieren Anleger von Engel & Völkers?;1732c2793402
evdi;Informationen für Anleger;Wie nutzt EV Digital Invest das Netzwerk von Engel & Völkers?;1732c2793402
evdi;Informationen für Anleger;Welche Vorteile bringt das Netzwerk von Engel & Völkers den Anlegern?;1732c2793402
evdi;Informationen für Anleger;Welche Immobilienprojekte werden von EV Digital Invest angeboten?;1732c2793402
evdi;Informationen für Anleger;Welche Rolle spielt das lokale Maklernetzwerk bei den Projekten von EV Digital Invest?;1732c2793402
evdi;Informationen für Anleger;Welche Rolle spielt Engel & Völkers Digital Invest als Crowdinvesting-Plattform?;b7fca7dba839
evdi;Informationen für Anleger;Welche Arten von Projekten werden auf Engel & Völkers Digital Invest angeboten?;b7fca7dba839
evdi;Informationen für Anleger;Wie wird die Qualität der Projekte auf Engel & Völkers Digital Invest sichergestellt?;b7fca7dba839
evdi;Informationen für Anleger;Welche Vorteile bietet die Investition auf Engel & Völkers Digital Invest gegenüber anderen Plattformen?;b7fca7dba839
evdi;Informationen für Anleger;Wie können Anleger an den Projekten auf Engel & Völkers Digital Invest teilnehmen?;b7fca7dba839
evdi;Informationen für Anleger;Wie lange hat Engel & Völkers Digital Invest bereits Erfahrung im Immobilienbereich?;736807360863
evdi;Informationen für Anleger;Welche zusätzlichen Sicherheiten bietet Engel & Völkers Digital Invest?;736807360863
evdi;Informationen für Anleger;Welche Analyseprozesse werden bei jedem Projekt durchgeführt?;736807360863
evdi;Informationen für Anleger;Inwiefern ist Engel & Völkers Digital Invest an den Investments beteiligt?;736807360863
evdi;Informationen für Anleger;Welche Konditionen und Informationen erhalten die Anleger?;736807360863
evdi;Informationen für Anleger;Welche Zinssätze bietet Engel & Völkers Digital Invest an?;643fa6351f4b
evdi;Informationen für Anleger;Wie lange läuft ein Investment bei Engel & Völkers Digital Invest?;643fa6351f4b
evdi;Informationen für Anleger;Werden Zinsen während der Gebotsphase gezahlt?;643fa6351f4b
evdi;Informationen für Anleger;Wann beginnt die Verzinsung?;643fa6351f4b
evdi;Informationen für Anleger;Wie hoch sind die Zinssätze bei Engel & Völkers Digital Invest?;643fa6351f4b
evdi;Informationen für Anleger;Wie wirkt sich der gute Ruf der Marke Engel & Völkers auf die angebotenen Investments aus?;5ce50e983248
evdi;Informationen für Anleger;Welche Art von Vertrauen genießt die Marke Engel & Völkers bei den Anlegern?;5ce50e983248
evdi;Informationen für Anleger;Welche Vorteile bringt das weitreichende Netzwerk von Engel & Völkers für die angebotenen Investments mit sich?;5ce50e983248
evdi;Informationen für Anleger;Wie genau dient die Marke Engel & Völkers als Qualitätssiegel für die angebotenen Investments?;5ce50e983248
evdi;Informationen für Anleger;Welche Rolle spielt die Marke Engel & Völkers bei der Projektauswahl und -abwicklung?;5ce50e983248
evdi;Informationen für Anleger;Was muss ich tun, um Geld anzulegen?;3522d881cfae
evdi;Informationen für Anleger;Wie viel Geld kann ich anlegen?;3522d881cfae
evdi;Informationen für Anleger;Was passiert, wenn ich mein Gebot abgegeben habe?;3522d881cfae
evdi;Informationen für Anleger;Was ist mit meinem Geld, wenn das Projekt erfolgreich ist?;3522d881cfae
evdi;Informationen für Anleger;Was ist mit meinem Geld, wenn das Projekt nicht erfolgreich ist?;3522d881cfae
evdi;Informationen für Anleger;Was muss nach der Abgabe des unverbindlichen Gebots geschehen?;2d0a1c72857c
evdi;Informationen für Anleger;Was erhält der Anleger nach der Abgabe des unverbindlichen Gebots?;2d0a1c72857c
evdi;Informationen für Anleger;Was muss der Anleger nach der Abgabe des unverbindlichen Gebots tun?;2d0a1c72857c
evdi;Informationen für Anleger;Was muss der Anleger nach der Abgabe des unverbindlichen Gebots machen?;2d0a1c72857c
evdi;Informationen für Anleger;Was muss der Anleger nach der Abgabe des unverbindlichen Gebots tun, wenn er sich noch nicht angemeldet hat?;2d0a1c72857c
evdi;Informationen für Anleger;Welche Dokumente muss ein Anleger prüfen und bestätigen, damit das Investment verbindlich wird?;44746c985368
evdi;Informationen für Anleger;Was passiert, wenn ein Anleger seine Bestätigung zurückzieht?;44746c985368
evdi;Informationen für Anleger;Was muss ein Anleger tun, damit das Investment verbindlich wird?;44746c985368
evdi;Informationen für Anleger;Welche Dokumente erhält ein Anleger, bevor er das Investment verbindlich machen kann?;44746c985368
evdi;Informationen für Anleger;Was ist ein Gebot?;44746c985368
evdi;Informationen für Anleger;Wie muss der Anleger das Geld für die Investition überweisen?;1a48c78b65e3
evdi;Informationen für Anleger;Wie lange hat der Anleger Zeit, um das Geld für die Investition zu überweisen?;1a48c78b65e3
evdi;Informationen für Anleger;Was geschieht, wenn der Anleger das Geld nicht rechtzeitig überweist?;1a48c78b65e3
evdi;Informationen für Anleger;Welche Informationen muss der Anleger angeben, wenn er das Geld für die Investition überweist?;1a48c78b65e3
evdi;Informationen für Anleger;Welche Bankdaten muss der Anleger angeben, wenn er das Geld für die Investition überweist?;1a48c78b65e3
evdi;Informationen für Anleger;Welche Bedingung muss erfüllt sein, damit das Projekt starten kann?;a01a52e5fdad
evdi;Informationen für Anleger;Wann endet der Finanzierungszeitraum?;a01a52e5fdad
evdi;Informationen für Anleger;Was passiert, wenn das Projekt nicht erreicht wurde?;a01a52e5fdad
evdi;Informationen für Anleger;Welche Arten von Projekten werden finanziert?;a01a52e5fdad
evdi;Informationen für Anleger;Wer entscheidet, ob ein Projekt finanziert wird?;a01a52e5fdad
evdi;Informationen für Anleger;Welche Kontonummer muss ich angeben, um die Zinsen zu erhalten?;68841686cdf3
evdi;Informationen für Anleger;Wann bekomme ich die Zinsen ausgezahlt?;68841686cdf3
evdi;Informationen für Anleger;Werden die Zinsen auf mein Depotkonto überwiesen?;68841686cdf3
evdi;Informationen für Anleger;Welche Kontonummer muss ich angeben, wenn ich die Zinsen auf ein anderes Konto erhalten möchte?;68841686cdf3
evdi;Informationen für Anleger;Wie werden die Zinsen auf mein Konto überwiesen?;68841686cdf3
evdi;Informationen für Anleger;Welche Bedingungen müssen erfüllt sein, damit der Anleger seinen Finanzierungsbeitrag zurückerhält?;5a7342e4481e
evdi;Informationen für Anleger;Was passiert, wenn der Anleger seinen Finanzierungsbeitrag vor dem Ende der Laufzeit zurückfordert?;5a7342e4481e
evdi;Informationen für Anleger;Welche Folgen hat es, wenn der Anleger seinen Finanzierungsbeitrag nicht zurückerhält?;5a7342e4481e
evdi;Informationen für Anleger;Wie lange dauert es, bis der Anleger seinen Finanzierungsbeitrag zurückerhält?;5a7342e4481e
evdi;Informationen für Anleger;Wer ist dafür verantwortlich, dass der Anleger seinen Finanzierungsbeitrag zurückerhält?;5a7342e4481e
evdi;Informationen für Anleger;Welche Vorteile bietet eine optionale Re-Investition?;932eeb8d3a4a
evdi;Informationen für Anleger;Was passiert mit dem ausgezahlten Kapital bei einer optionalen Re-Investition?;932eeb8d3a4a
evdi;Informationen für Anleger;Welche Crowdinvesting-Projekte können mit dem ausgezahlten Kapital bei einer optionalen Re-Investition finanziert werden?;932eeb8d3a4a
evdi;Informationen für Anleger;Wer ist für die Auswahl der Crowdinvesting-Projekte bei einer optionalen Re-Investition verantwortlich?;932eeb8d3a4a
evdi;Informationen für Anleger;Welche Kosten sind bei einer optionalen Re-Investition zu tragen?;932eeb8d3a4a
evdi;Informationen für Anleger;Welche Empfehlung gibt es für den Verzicht auf eine Anlage?;09f0a338e0eb
evdi;Informationen für Anleger;Wie sollte das Kapital nach der Empfehlung verteilt werden?;09f0a338e0eb
evdi;Informationen für Anleger;Wie sollte das Kapital nach der Empfehlung diversifiziert werden?;09f0a338e0eb
evdi;Informationen für Anleger;Welche Empfehlung gibt es für die Anlageklassen?;09f0a338e0eb
evdi;Informationen für Anleger;Welche Empfehlung gibt es für die Projekte?;09f0a338e0eb
evdi;Informationen für Anleger;Was ist der erste Schritt, um Geld anzulegen?;af17d754ca53
evdi;Informationen für Anleger;Wie viele Schritte umfasst der gesamte Prozess der Geldanlage?;af17d754ca53
evdi;Informationen für Anleger;Wie lange dauert der gesamte Prozess der Geldanlage?;af17d754ca53
evdi;Informationen für Anleger;Was ist der letzte Schritt, um Geld anzulegen?;af17d754ca53
evdi;Informationen für Anleger;Was ist der erste Schritt, um Geld aus einer Investition zurückzuerhalten?;af17d754ca53
evdi;Informationen für Anleger;Was sind die drei wichtigsten Bausteine der Finanzierung von Immobilienprojekten?;571ed6e3b4f5
evdi;Informationen für Anleger;Welche Arten von Kapital sind in der Finanzierung von Immobilienprojekten enthalten?;571ed6e3b4f5
evdi;Informationen für Anleger;Wie verwendet der Projektentwickler das Mezzanine-Kapital?;571ed6e3b4f5
evdi;Informationen für Anleger;Wie verwendet der Projektentwickler Eigenkapital?;571ed6e3b4f5
evdi;Informationen für Anleger;Wie verwendet der Projektentwickler Fremdkapital von Banken?;571ed6e3b4f5
evdi;Informationen für Anleger;Was ist der Unterschied zwischen Mezzanine-Kapital und Eigenkapital?;2d24db5eca80
evdi;Informationen für Anleger;Wie wird Mezzanine-Kapital bei der Immobilienfinanzierung genutzt?;2d24db5eca80
evdi;Informationen für Anleger;Wie beeinflusst Mezzanine-Kapital die Risiko-Ertrags-Relation eines Immobilienprojekts?;2d24db5eca80
evdi;Informationen für Anleger;Welche Vorteile bietet Mezzanine-Kapital für Projektentwickler?;2d24db5eca80
evdi;Informationen für Anleger;Wie ist Mezzanine-Kapital im Vergleich zu traditionellen Finanzierungsformen für Immobilienprojekte?;2d24db5eca80
evdi;Informationen für Anleger;Wie viele Partner arbeitet Engel & Völkers Digital Invest mit zusammen?;5d1133841483
evdi;Informationen für Anleger;Welche Punktzahlen werden für jede Kategorie vergeben?;5d1133841483
evdi;Informationen für Anleger;Welche Aspekte werden von Engel & Völkers Digital Invest bei der Analyse von Immobilienprojekten untersucht?;5d1133841483
evdi;Informationen für Anleger;Wie ist das Bewertungssystem von Engel & Völkers Digital Invest für Immobilienprojekte aufgebaut?;5d1133841483
evdi;Informationen für Anleger;Welche Eigenschaften müssen Immobilienprojekte erfüllen, um von Engel & Völkers Digital Invest finanziert zu werden?;5d1133841483
evdi;Informationen für Anleger;Welche Art von Kapital trägt das Geld der privaten Anleger bei der Finanzierung von Immobilienprojekten durch Engel & Völkers Digital Invest bei?;22690283cecf
evdi;Informationen für Anleger;Welche Art von Kapital trägt das Geld der privaten Anleger bei der Finanzierung von Immobilienprojekten durch Engel & Völkers Digital Invest bei?;22690283cecf
evdi;Informationen für Anleger;Welche Art von Kapital trägt das Geld der privaten Anleger bei der Finanzierung von Immobilienprojekten durch Engel & Völkers Digital Invest bei?;22690283cecf
evdi;Informationen für Anleger;Welche Art von Kapital trägt das Geld der privaten Anleger bei der Finanzierung von Immobilienprojekten durch Engel & Völkers Digital Invest bei?;22690283cecf
evdi;Informationen für Anleger;Welche Art von Kapital trägt das Geld der privaten Anleger bei der Finanzierung von Immobilienprojekten durch Engel & Völkers Digital Invest bei?;22690283cecf
evdi;Informationen für Anleger;Welche Finanzierungsbausteine werden genutzt, um die Kosten langfristig auszugleichen?;6240f2f9581b
evdi;Informationen für Anleger;Wie werden die Kosten langfristig ausgeglichen?;6240f2f9581b
evdi;Informationen für Anleger;Wie hoch sind die Kosten für große Immobilienprojekte?;6240f2f9581b
evdi;Informationen für Anleger;Wie lange dauert es, bis die Kosten langfristig ausgeglichen sind?;6240f2f9581b
evdi;Informationen für Anleger;Werden die Kosten langfristig durch Verkaufserlöse oder Mieteinnahmen ausgeglichen?;6240f2f9581b
evdi;Unser Leistungsnachweis;Was ist die durchschnittliche Rendite laut dem Musterportfolio?;57b9b1854907
evdi;Unser Leistungsnachweis;Wie viele Jahre hat das Musterportfolio zurückgelegt?;57b9b1854907
evdi;Unser Leistungsnachweis;Was ist der fiktive Szenario der Rendite?;57b9b1854907
evdi;Unser Leistungsnachweis;Wie viel ist der Gewinn, den der Musteranleger erzielt hat?;57b9b1854907
evdi;Unser Leistungsnachweis;Wie viel sind die zusätzlichen Erträge bis Ende 2024?;57b9b1854907
evdi;Unser Leistungsnachweis;Was ist die Gesamtsumme der Investitionen, die über die Plattform Engel & Völkers Digital Invest getätigt wurden?;39d00f14ee4b
evdi;Unser Leistungsnachweis;Was ist die Summe aller Anlegerinvestitionen?;39d00f14ee4b
evdi;Unser Leistungsnachweis;Welches Kapital wurde von einem fiktiven Musteranleger investiert?;39d00f14ee4b
evdi;Unser Leistungsnachweis;Welche Größenordnung und welches Potenzial hat Crowdinvesting im Immobilienbereich?;39d00f14ee4b
evdi;Unser Leistungsnachweis;Welche Projekte können durch die hohe Investitionssumme finanziert werden?;39d00f14ee4b
evdi;Unser Leistungsnachweis;Wie viele Projekte wurden über die Plattform finanziert?;36d3d09f430d
evdi;Unser Leistungsnachweis;Wie viele Projekte hat die Plattform Engel & Völkers Digital Invest bisher betreut?;36d3d09f430d
evdi;Unser Leistungsnachweis;Welche Erfahrung hat die Plattform im Bereich der Immobilienprojekte?;36d3d09f430d
evdi;Unser Leistungsnachweis;Welche Vorteile ergeben sich für Anleger aus der Vielfalt der Investitionsmöglichkeiten?;36d3d09f430d
evdi;Unser Leistungsnachweis;Welche Auswirkungen hat die hohe Anzahl von Projekten auf die Anleger?;36d3d09f430d
evdi;Unser Leistungsnachweis;Wie viel Kapital wurde von der EV Digital Invest AG bereits an Anleger ausgezahlt?;a53b4d5af4c6
evdi;Unser Leistungsnachweis;Was ist der aktuelle Stand der Projekte, die durch die EV Digital Invest AG finanziert wurden?;a53b4d5af4c6
evdi;Unser Leistungsnachweis;Wie hoch ist die Summe der an Anleger ausgezahlten Zinsen?;a53b4d5af4c6
evdi;Unser Leistungsnachweis;Welche Projekte sind bereits abgeschlossen oder vorzeitig zurückgezahlt?;a53b4d5af4c6
evdi;Unser Leistungsnachweis;Wie hoch ist der Unterschied zwischen dem investierten Kapital und dem ausgezahlten Kapital?;a53b4d5af4c6
evdi;Unser Leistungsnachweis;Welche Verordnung regelt die Schwarmfinanzierungsangebote?;045fc1d59d03
evdi;Unser Leistungsnachweis;Welche Ausfallquote hat die Schwarmfinanzierungsangebote?;045fc1d59d03
evdi;Unser Leistungsnachweis;Wie lange hat die Plattform die Schwarmfinanzierungsangebote im Sinne der ECSP-VO vermittelt?;045fc1d59d03
evdi;Unser Leistungsnachweis;Welche Art von Krediten hat die Plattform im Sinne der ECSP-VO vermittelt?;045fc1d59d03
evdi;Unser Leistungsnachweis;Wann sind die Krediten zur Rückzahlung fällig geworden?;045fc1d59d03
evdi;Unser Leistungsnachweis;Welche Entwicklung zeigt das insgesamt investierte Kapital des Musteranlegers?;9fbb284eaafa
evdi;Unser Leistungsnachweis;Wie hoch ist die Mindestbeteiligung für jedes Projekt?;9fbb284eaafa
evdi;Unser Leistungsnachweis;Welche Empfehlung gibt die Plattform bezüglich der Risikostreuung ab?;9fbb284eaafa
evdi;Unser Leistungsnachweis;Welche Entwicklung zeigt die Anzahl der verfügbaren Projekte auf der Plattform?;9fbb284eaafa
evdi;Unser Leistungsnachweis;Wie hoch ist die Investition des fiktiven Musteranlegers in jedes neue Projekt?;9fbb284eaafa
evdi;Unser Leistungsnachweis;Welches Konzept hilft bei der Steigerung der Rendite?;7e625586f6b2
evdi;Unser Leistungsnachweis;Was ist der Name des Konzepts, das zur Steigerung der Rendite vorgeschlagen wird?;7e625586f6b2
evdi;Unser Leistungsnachweis;Was ist die Bezeichnung für das Reinvestment von Erträgen und Rückzahlungen?;7e625586f6b2
evdi;Unser Leistungsnachweis;Was betont die Plattform, wenn es um das Reinvestment von Erträgen und Rückzahlungen geht?;7e625586f6b2
evdi;Unser Leistungsnachweis;Was bietet die Plattform für die Reinvestition von Erträgen und Rückzahlungen?;7e625586f6b2
